id;address;datahex;updatetime;name;units;datatype;comment;disablelog;highpriolog;tagcache;export;pollinterval;visparams;enums;covincr;extid;readoninit
1;1;01;1592857547;Hall 0p_Przy wejściu_Ruch external;;1;ETS import;1;0;Obecnosc;0;;;;;;
2;2;01;1590836264;Jadalnia_on/off;;1001;ETS import;1;0;;0;;;;;;
3;3;00;1592770049;Kuchnia_on/off;;1001;ETS import;1;0;;0;;;;;;
5;5;00;1592857530;Gabinet Szefa_on/off;;1001;ETS import;1;0;;0;;;;;;
7;7;00;1535547367;Łazienka mała_on/off;;1001;ETS import;1;0;;0;;;;;;
8;8;;1455714980;Oranżeria 0p_on/off;;1001;ETS import;1;0;;0;;;;;;
9;9;00;1586626412;Salon_on/off;;1001;ETS import;1;0;;0;;;;;;
11;11;00;1583779939;Basen_on/off;;1001;ETS import;1;0;;0;;;;;;
12;12;01;1504298013;Komunikacja -1p_on/off;;1001;ETS import;1;0;;0;;;;;;
13;13;;1455714980;Komunikacja Ip_on/off;;1001;ETS import;1;0;;0;;;;;;
14;14;01;1591118484;Hall Ip_manual on/off;;1001;ETS import;1;0;;0;;;;;;
15;15;00;1592773885;Sypialnia_on/off;;1001;ETS import;1;0;;0;;;;;;
16;16;00;1592852980;Łazienka Państwa_manual on/off;;1001;ETS import;1;0;;0;;;;;;
17;17;00;1553686435;Garderoba_manual on/off;;1001;ETS import;1;0;;0;;;;;;
18;18;01;1592397747;Gabinet Pani_manual on/off;;1001;ETS import;1;0;;0;;;;;;
19;19;00;1585685447;Gościnny 1_on/off;;1001;ETS import;1;0;;0;;;;;;
20;20;01;1590346859;Gościnny z aneksem_on/off;;1001;ETS import;1;0;;0;;;;;;
21;21;00;1592853025;Łazienka dla gości_manual on/off;;1001;ETS import;1;0;;0;;;;;;
22;22;00;1591303079;Gościnny z aneksem_Łazienka_manual on/off;;1001;ETS import;1;0;;0;;;;;;
23;23;;1455714980;Muzyczny_on/off;;1001;ETS import;1;0;;0;;;;;;
26;26;00;1478092459;Kotłownia K12 on/off;;1001;ETS import;1;0;;0;;;;;;
27;27;00;1518035016;Kotłownia_BK3 on/off;;1001;ETS import;1;0;;0;;;;;;
28;28;00;1592844902;Basenownia_Ruch on/off;;1001;ETS import;1;0;;0;;;{"0":"r","1":"R","default":""};;;
29;29;;1477912639;Oświetlenie_Piętro on/off;;1001;;1;0;;0;;;;;;
30;30;;1477912654;Oświetlenie_Parter on/off;;1001;;1;0;;0;;;;;;
31;31;;1477912669;Oświetlenie_Piwnica on/off;;1001;;1;0;;0;;;;;;
32;32;00;1499105577;Oświetlenie_Zewnętrzne on/off;;1001;;1;0;;0;;;;;;
34;34;00;1592844913;Basen_Onyks_on/off;;1001;ETS import;1;0;;0;;;;;;
35;35;;1455714980;Basen_Onyks_dimm;;3;ETS import;1;0;;0;;;;;;
36;36;00;1558442754;Kuchnia_Lampki_on/off;;1001;ETS import;1;0;;0;;;;;;
37;37;;1455714980;Kuchnia_Lampki_dimm;;3;ETS import;1;0;;0;;;;;;
40;40;;1455714980;Komunikacja 0p_on/off;;1001;ETS import;1;0;;0;;;;;;
42;42;00;1592509725;Salon_Żyrandol przy TV_on/off;;1001;ETS import;1;0;;0;;;;;;
43;43;0C;1493137013;Salon_Żyrandol przy TV_dimm;;3;ETS import;1;0;;0;;;;;;
44;44;00;1592509789;Salon_Żyrandol przy kominku_on/off;;1001;ETS import;1;0;;0;;;;;;
45;45;0D;1592509780;Salon_Żyrandol kominku_dimm;;3;ETS import;1;0;;0;;;;;;
46;46;00;1592397755;Gabinet Pani_Lampki_on/off;;1001;ETS import;1;0;;0;;;;;;
47;47;08;1592397754;Gabinet Pani_Lampki_dimm;;3;ETS import;1;0;;0;;;;;;
51;51;00;1592858113;Sypialnia_L38+L39_on/off;;1001;ETS import;1;0;;0;;;;;;
52;52;00;1588883457;Sypialnia_L38+L39_dimm;;3;ETS import;1;0;;0;;;;;;
53;53;00;1591371696;Gościnny 1_D62+D64_on/off;;1001;ETS import;1;0;;0;;;;;;
54;54;00;1577440075;Gościnny 1_D62+D64_dimm;;3;ETS import;1;0;;0;;;;;;
55;55;00;1588282500;Gościnny 1_D61+D63_on/off;;1001;ETS import;1;0;;0;;;;;;
56;56;00;1585685429;Gościnny 1_D61+D63_dimm;;3;ETS import;1;0;;0;;;;;;
57;57;;1455714980;Jadalnia_103.1+103.2_value;;5001;ETS import;1;0;;0;;{"control":"vselect","icons":"1"};{"0":"wyłącz","20":"orientacyjne","70":"oszczędne","100":"100%","default":"inny"};;;
58;58;00;1591371709;Gościnny z aneksem_D39+D46_on/off;;1001;ETS import;1;0;;0;;;;;;
59;59;08;1590346915;Gościnny z aneksem_D39+D46_dimm;;3;ETS import;1;0;;0;;;;;;
60;60;00;1590346922;Gościnny z aneksem_D38+D44_on/off;;1001;ETS import;1;0;;0;;;;;;
61;61;08;1590346921;Gościnny z aneksem_D38+D44_dimm;;3;ETS import;1;0;;0;;;;;;
62;62;01;1475222082;Obiekt_NAPAD;;1;ETS import;1;0;;0;;;;;;
63;63;;1455714980;Gabinet Szefa_Lampki value;;5001;ETS import;1;0;;0;;{"control":"vselect","icons":"1"};{"0":"wyłącz","20":"orientacyjne","70":"oszczędne","100":"100%","default":"inny"};;;
64;64;00;1592858438;Oświetlenie_Liczba włączonych lamp;;5;;1;0;;0;;;;;;
65;65;59;1592858438;Oświetlenie_Liczba monitorowanych lamp;;5;;1;0;;0;;;;;;
67;67;00;1489419344;Łazienka obok windy_on/off;;1001;ETS import;1;0;;0;;;;;;
68;68;00;1592581792;Wejścia_Od Basenu_on/off;;1001;ETS import;1;0;;0;;;;;;
69;69;00;1576363858;Gościnny z aneksem + Łazienka on/off;;1001;ETS import;1;0;;0;;;;;;
70;70;;1455714980;NAPAD 1_Altana;;1;ETS import;1;0;;0;;;;;;
71;71;01;1541760029;NAPAD 2_Basen;;1;ETS import;1;0;;0;;;;;;
72;72;;1455714980;NAPAD 3_Gabinet Szefa;;1;ETS import;1;0;;0;;;;;;
73;73;01;1475222193;NAPAD 4_Gabinet Pani;;1;ETS import;1;0;;0;;;;;;
74;74;01;1475218911;NAPAD 5_Garaż;;1;ETS import;1;0;;0;;;;;;
75;75;;1455714980;NAPAD 6_Garderoba;;1;ETS import;1;0;;0;;;;;;
76;76;;1455714980;NAPAD 7_Jadalnia;;1;ETS import;1;0;;0;;;;;;
77;77;;1455714980;NAPAD 8_Korytarz;;1;ETS import;1;0;;0;;;;;;
78;78;01;1549405995;NAPAD 9_Kuchnia;;1;ETS import;1;0;;0;;;;;;
79;79;;1455714980;NAPAD 10_Łazienka Państwa;;1;ETS import;1;0;;0;;;;;;
80;80;00;1535448082;NAPAD 11_Pralnia;;1;ETS import;1;0;;0;;;;;;
81;81;01;1475221851;NAPAD 12_Salon;;1;ETS import;1;0;;0;;;;;;
82;82;;1455714980;NAPAD 13_Komunikacja -1p;;1;ETS import;1;0;;0;;;;;;
83;83;01;1475222153;NAPAD 14_Sypialnia;;1;ETS import;1;0;;0;;;;;;
84;84;00;1475222067;NAPAD 15_Łazienka mała;;1;ETS import;1;0;;0;;;;;;
85;85;;1455714980;NAPAD 16_Łazienka obok windy;;1;ETS import;1;0;;0;;;;;;
86;86;01;1536928393;NAPAD 17_Hall 0p_Wiatrołap;;1;ETS import;1;0;;0;;;;;;
90;90;30303030303031393030303038303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030;1592858441;Satel_Wejścia;;255;;1;0;Satel;0;;;;;;
91;91;30453030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030;1592851286;Satel_Wyjścia;;255;;1;0;Satel;0;;;;;;
256;256;00;1570381412;Wyłącz wszystko;;1;ETS import;1;0;;0;;;;;;
357;357;258D;1506454760;;;9;;1;0;;;;;;;;
358;358;2596;1506454762;;;9;;1;0;;;;;;;;
359;359;25B2;1506454764;;;9;;1;0;;;;;;;;
360;360;00AB;1506454765;;;9;;1;0;;;;;;;;
361;361;0308;1506454766;;;9;;1;0;;;;;;;;
362;362;0026;1506454766;;;9;;1;0;;;;;;;;
363;363;2CBD;1506454767;;;9;;1;0;;;;;;;;
364;364;3D4F;1506454767;;;9;;1;0;;;;;;;;
365;365;1C54;1506454768;;;9;;1;0;;;;;;;;
366;366;2CC0;1506454768;;;9;;1;0;;;;;;;;
367;367;3D63;1506454643;;;9;;1;0;;;;;;;;
368;368;1C4F;1506454770;;;9;;1;0;;;;;;;;
369;369;0000;1506454771;;;9;;1;0;;;;;;;;
370;370;2C70;1506454771;;;9;;1;0;;;;;;;;
371;371;0000;1506454772;;;9;;1;0;;;;;;;;
372;372;0064;1506454773;;;9;;1;0;;;;;;;;
373;373;0062;1506454776;;;9;;1;0;;;;;;;;
374;374;0064;1506454777;;;9;;1;0;;;;;;;;
375;375;87ED;1506454779;;;9;;1;0;;;;;;;;
376;376;04B4;1506454780;;;9;;1;0;;;;;;;;
377;377;87A4;1506454782;;;9;;1;0;;;;;;;;
378;378;25A0;1506454783;;;9;;1;0;;;;;;;;
379;379;014F;1506454785;;;9;;1;0;;;;;;;;
380;380;03F0;1506454787;;;9;;1;0;;;;;;;;
381;381;3EC7;1506454788;;;9;;1;0;;;;;;;;
382;382;3EE6;1506454788;;;9;;1;0;;;;;;;;
383;383;2C72;1506454789;;;9;;1;0;;;;;;;;
384;384;0063;1506454599;;;9;;1;0;;;;;;;;
385;385;03A9;1506454792;;;9;;1;0;;;;;;;;
386;386;14E3;1506454792;;;9;;1;0;;;;;;;;
387;387;2492;1506454795;;;9;;1;0;;;;;;;;
388;388;3508;1506454796;;;9;;1;0;;;;;;;;
389;389;2CD7;1506454610;;;9;;1;0;;;;;;;;
390;390;2CE7;1506454805;;;9;;1;0;;;;;;;;
391;391;2CE4;1506454805;;;9;;1;0;;;;;;;;
392;392;2CE1;1506454807;;;9;;1;0;;;;;;;;
393;393;02AC;1506454809;;;9;;1;0;;;;;;;;
394;394;036D;1506454809;;;9;;1;0;;;;;;;;
395;395;016B;1506454809;;;9;;1;0;;;;;;;;
396;396;0000;1506454617;;;9;;1;0;;;;;;;;
397;397;02F6;1506454813;;;9;;1;0;;;;;;;;
398;398;059F;1506454814;;;9;;1;0;;;;;;;;
399;399;1C78;1506454816;;;9;;1;0;;;;;;;;
400;400;0141;1506454818;;;9;;1;0;;;;;;;;
401;401;0F4D;1506454622;;;9;;1;0;;;;;;;;
402;402;0000;1506454828;;;9;;1;0;;;;;;;;
404;404;0000;1506454831;;;9;;1;0;;;;;;;;
405;405;0000;1506454831;;;9;;1;0;;;;;;;;
512;512;00;1592851298;IN001_KON WEJŚCIE;;1009;;0;0;Satel, Obecnosc;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
513;513;00;1592847076;IN002_KON WEJŚCIE KUCHNIA;;1009;;0;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
514;514;00;1592124602;IN003_KON GABINET SZEFA D P;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
515;515;00;1592124591;IN004_KON GABINET SZEFA D L;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
516;516;00;1592754401;IN005_KON KUCHNIA PATION;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
517;517;00;1591178281;IN006_KON SALON OGRÓD P;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
518;518;00;1591179193;IN007_KON SALON OGRÓD L;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
519;519;00;1592833653;IN008_KON SALON ROZ P;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
520;520;00;1592833654;IN009_KON SALON ROZ L;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
521;521;00;1592680975;IN010_KON PIĘT NAD WEJ;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
522;522;00;1592827786;IN011_KON GABINET PANI D L;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
523;523;00;1592827925;IN012_KON GABINET PANI D P;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
524;524;00;1592857694;IN013_KON ŁAZIENKA TAR;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
525;525;00;1592849394;IN014_KON SYPIALNIA TARAS;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
526;526;00;1591178025;IN015_KON SALON PATION;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
527;527;00;1502944831;IN016_SABOTAŻ SYGNALIZATORA;;1005;;1;0;Satel;0;;;;;;
528;528;00;1592566561;IN017_PIR BASEN;;1011;;0;0;Satel, Obecnosc;0;;;;;;
529;529;00;1592856741;IN018_PIR WEJŚCIE;;1011;;0;0;Satel, Obecnosc;0;;;;;;
530;530;00;1592857534;IN019_PIR GABINET SZEFA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
531;531;00;1592857392;IN020_PIR WEJŚCIE KUCHNIA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
532;532;00;1592836650;IN021_PIR KORYTARZ KUCHNIA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
533;533;00;1592857551;IN022_PIR KUCHNIA SALON;;1011;;0;0;Satel, Obecnosc;0;;;;;;
534;534;00;1592845648;IN023_PIR SCHODY SALON D;;1011;;0;0;Satel, Obecnosc;0;;;;;;
535;535;00;1592857566;IN024_PIR SCHODY SALON M;;1011;;0;0;Satel, Obecnosc;0;;;;;;
536;536;01;1592766209;IN025_KON ŁAZIENKA GOŚCI;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
537;537;00;1568485975;IN026_KON GOŚCINNY 3;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
538;538;00;1592033711;IN027_KON GOŚCINNY 1;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
539;539;01;1592000828;IN028_KON GOŚCINNY 2;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
540;540;01;1592766243;IN029_KON ŁAZIENKA NIEB;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
541;541;00;1592828680;IN030_KON BASEN;;1009;;0;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
542;542;00;1592849527;IN031_PIR SALON PATIO;;1011;;0;0;Satel, Obecnosc;0;;;;;;
543;543;00;1592845636;IN032_PIR SALON OGRÓD;;1011;;0;0;Satel, Obecnosc;0;;;;;;
544;544;00;1592857745;IN033_PIR PIĘTRO WINDA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
545;545;00;1592857769;IN034_PIR GABINET PANI;;1011;;0;0;Satel, Obecnosc;0;;;;;;
546;546;00;1592858392;IN035_PIR GARDEROBA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
547;547;00;1592858427;IN036_PIR ŁAZIENKA PIĘT;;1011;;0;0;Satel, Obecnosc;0;;;;;;
548;548;00;1592858441;IN037_PIR SYPIALNIA;;1011;;0;0;Satel, Obecnosc;0;;;;;;
549;549;00;1592857641;IN038_PIR PIĘTRO SCHOD;;1011;;0;0;Satel, Obecnosc;0;;;;;;
550;550;00;1592830467;IN039_PIR GOŚCINNY 3;;1011;;0;0;Satel, Obecnosc;0;;;;;;
551;551;00;1592857595;IN040_PIR ŁAZIENKA GOŚ;;1011;;0;0;Satel, Obecnosc;0;;;;;;
552;552;00;1592830765;IN041_PIR GOŚCINNY 1;;1011;;0;0;Satel, Obecnosc;0;;;;;;
553;553;00;1592849356;IN042_PIR GOŚCINNY 2;;1011;;0;0;Satel, Obecnosc;0;;;;;;
554;554;00;1592741151;IN043_PIR ŁAZIEN NIEBI;;1011;;0;0;Satel, Obecnosc;0;;;;;;
555;555;00;1502255342;IN044_PP MAŁY STRYCH;;1005;;1;0;Satel;0;;;;;;
556;556;00;1590915378;IN045_KON MAŁY STRYCH;;1009;;0;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
557;557;00;1590915378;IN046_PP DUŻY STRYCH 1;;1005;;1;0;Satel;0;;;;;;
558;558;00;1477553242;IN047_PP DUŻY STRYCH 2;;1005;;1;0;Satel;0;;;;;;
559;559;00;1507544655;IN048_KON DUŻY STRYCH;;1009;;0;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
560;560;00;1592748602;IN049_PIR GARAŻ;;1011;;0;0;Satel, Obecnosc;0;;;;;;
561;561;00;1544122481;IN050_CZUJKA ME KUCHNI;;1005;;1;0;Satel;0;;;;;;
562;562;00;1536083912;IN051_CZUJKA ZAL BASEN;;1005;;1;0;Satel;0;;;;;;
563;563;00;1501608303;IN052_CZUJKA ZAL KOTŁO;;1005;;1;0;Satel;0;;;;;;
564;564;00;1590915379;IN053_CZUJKA ME KOTŁO;;1005;;1;0;Satel;0;;;;;;
565;565;00;1590915379;IN054_CZUJKA CO KOTŁO;;1005;;1;0;Satel;0;;;;;;
566;566;00;1477517542;IN055_PP GARAŻ;;1005;;1;0;Satel;0;;;;;;
567;567;01;1592545380;IN056_KON BRAMA GARAŻ;;1009;;1;0;Satel;0;;;{"0":"zamknięte","1":"otwarte","default":""};;;
568;568;00;1544122481;IN057_NAPAD KNX;;1;;1;0;Satel;0;;;;;;
569;569;00;1544122481;IN058_TCMSYPIALNIA KNX;;1005;;1;0;Satel;0;;;;;;
570;570;00;1538140844;IN059_UZBR PARTER KNX;;1;;1;0;Satel;0;;;;;;
571;571;00;1538148111;IN060_NAPAD BEZP POKÓJ;;1;;1;0;Satel;0;;;;;;
572;572;00;1590915379;IN061_CZUJKA ME KOMINE;;1005;;1;0;Satel;0;;;;;;
573;573;00;1590915379;IN062;;1;;1;0;Satel;0;;;;;;
574;574;00;1477517542;IN063;;1;;1;0;Satel;0;;;;;;
575;575;00;1502944831;IN064;;1;;1;0;Satel;0;;;;;;
576;576;00;1544122481;IN065_NAPAD GARAŻ;;1;;1;0;Satel;0;;;;;;
577;577;00;1544122481;IN066_NAPAD PRALNIA;;1;;1;0;Satel;0;;;;;;
578;578;00;1541760033;IN067_NAPAD BASEN;;1;;1;0;Satel;0;;;;;;
579;579;00;1477517542;IN068_NAPAD SCHOD PIWN;;1;;1;0;Satel;0;;;;;;
580;580;00;1590915379;IN069_NAPAD SALON;;1;;1;0;Satel;0;;;;;;
581;581;00;1590915379;IN070_NAPAD WC SALON;;1;;1;0;Satel;0;;;;;;
582;582;00;1484458937;IN071_NAPAD JADALNIA;;1;;1;0;Satel;0;;;;;;
583;583;00;1549406007;IN072_NAPAD KUCHNIA;;1;;1;0;Satel;0;;;;;;
584;584;00;1544122481;IN073_NAPAD WC WINDA;;1;;1;0;Satel;0;;;;;;
585;585;00;1544122481;IN074_NAPAD GABINET;;1;;1;0;Satel;0;;;;;;
586;586;00;1536928396;IN075_NAPAD WEJ GŁÓWNE;;1;;1;0;Satel;0;;;;;;
587;587;00;1536083908;IN076_NAPAD GABINET;;1;;1;0;Satel;0;;;;;;
588;588;00;1590915379;IN077_NAPAD GARDEROBA;;1;;1;0;Satel;0;;;;;;
589;589;00;1590915379;IN078_NAPAD ŁAZIENKA D;;1;;1;0;Satel;0;;;;;;
590;590;00;1477517543;IN079_NAPAD SYPIALNIA;;1;;1;0;Satel;0;;;;;;
591;591;00;1477517543;IN080_NAPAD KORYT GÓRA;;1;;1;0;Satel;0;;;;;;
592;592;00;1544122481;IN081_NAPAD ALTANKA;;1;;1;0;Satel;0;;;;;;
593;593;00;1590854869;IN082_ALARM SAUNA;;1;;1;0;Satel;0;;;;;;
594;594;00;1536083915;IN083;;1;;1;0;Satel;0;;;;;;
595;595;00;1477517543;IN084;;1;;1;0;Satel;0;;;;;;
596;596;00;1590915379;IN085;;1;;1;0;Satel;0;;;;;;
597;597;00;1590915379;IN086;;1;;1;0;Satel;0;;;;;;
598;598;00;1518894706;IN087;;1;;1;0;Satel;0;;;;;;
599;599;00;1477517543;IN088;;1;;1;0;Satel;0;;;;;;
600;600;00;1592678256;IN089_OGRODNIK SYP;;1;;1;0;Satel;0;;;;;;
601;601;00;1544122481;IN090;;1;;1;0;Satel;0;;;;;;
602;602;00;1592850915;IN091_OGRODNIK ZEWNETR;;1;;1;0;Satel;0;;;;;;
603;603;00;1518894706;IN092;;1;;1;0;Satel;0;;;;;;
604;604;00;1590915379;IN093;;1;;1;0;Satel;0;;;;;;
605;605;00;1590915379;IN094;;1;;1;0;Satel;0;;;;;;
606;606;00;1518894706;IN095;;1;;1;0;Satel;0;;;;;;
607;607;00;1477517543;IN096;;1;;1;0;Satel;0;;;;;;
608;608;00;1592850790;IN097_ALTANA PIW PIR;;1011;;0;0;Satel, Obecnosc, Ogrod;0;;;;;;
609;609;00;1589611283;IN098_ALTANA PIW WODA;;1;;1;0;Satel;0;;;;;;
610;610;00;1592850816;IN099_ALTANA;;1;;1;0;Satel;0;;;;;;
611;611;00;1592850960;IN100_SCHODY 1;;1;;0;0;Satel, Ogrod;0;;;;;;
612;612;00;1592838908;IN101_SCHODY 2;;1;;0;0;Satel, Ogrod;0;;;;;;
613;613;00;1592838668;IN102_SCHODY 3;;1;;0;0;Satel, Ogrod;0;;;;;;
614;614;00;1592850942;IN103_ALTANA ZEWNETRZN;;1;;0;0;Satel, Ogrod;0;;;;;;
615;615;00;1477517543;IN104;;1;;1;0;Satel;0;;;;;;
616;616;00;1544122481;IN105;;1;;1;0;Satel;0;;;;;;
617;617;00;1544122481;IN106_OGRODNIK WSTRZAS;;1;;1;0;Satel;0;;;;;;
618;618;00;1477555558;IN107_OGRODNIK GAR.POZ;;1;;1;0;Satel;0;;;;;;
619;619;00;1477555590;IN108_OGRODNIK SYP.POZ;;1;;1;0;Satel;0;;;;;;
620;620;00;1590915379;IN109_OGRODNIK WEJ.POZ;;1;;1;0;Satel;0;;;;;;
621;621;00;1590915379;IN110_OGRODNIK SAL.POZ;;1;;1;0;Satel;0;;;;;;
622;622;00;1477555582;IN111;;1;;1;0;Satel;0;;;;;;
623;623;00;1477517543;IN112;;1;;1;0;Satel;0;;;;;;
624;624;00;1544122481;IN113_ARU-100;;1;;1;0;Satel;0;;;;;;
625;625;00;1544122481;IN114_ARU-100;;1;;1;0;Satel;0;;;;;;
626;626;00;1477517543;IN115_P.POZ GARAZ;;1;;1;0;Satel;0;;;;;;
627;627;00;1477517543;IN116_P.POZ OGROD SYPI;;1;;1;0;Satel;0;;;;;;
628;628;00;1590915379;IN117_P.POZ OGROD WEJS;;1;;1;0;Satel;0;;;;;;
629;629;00;1590915379;IN118_P.POZ OGROD SALO;;1;;1;0;Satel;0;;;;;;
630;630;00;1477517543;IN119;;1;;1;0;Satel;0;;;;;;
631;631;00;1477517543;IN120;;1;;1;0;Satel;0;;;;;;
632;632;00;1592830837;I121_BLOK G-1_Gabinet Szefa;;1;;1;0;Satel;0;;;;;;
633;633;00;1592856328;I122_BLOK G-2_Gabinet Pani;;1;;1;0;Satel;0;;;;;;
634;634;00;1592857368;I123_BLOK G-3_Kuchnia;;1;;1;0;Satel;0;;;;;;
635;635;00;1592856140;I124_BLOK G-4_Jadalnia;;1;;1;0;Satel;0;;;;;;
636;636;00;1592841609;I125_BLOK G-5_Salon;;1;;1;0;Satel;0;;;;;;
637;637;00;1592810601;I126_BLOK G-6_Sypialnia;;1;;1;0;Satel;0;;;;;;
638;638;00;1592856398;I127_BLOK G-7_Muzyczny;;1;;1;0;Satel;0;;;;;;
639;639;00;1592770002;I128_BLOK G-8_Łazienka dla Gości;;1;;1;0;Satel;0;;;;;;
640;640;00;1592857278;I129_BLOK G-9_Gościnny 1;;1;;1;0;Satel;0;;;;;;
641;641;00;1592368970;I130_BLOK G-10_Gościnny z aneksem;;1;;1;0;Satel;0;;;;;;
642;642;00;1592597074;I131_BLOK G-11_Łazienka w Gościnnym;;1;;1;0;Satel;0;;;;;;
643;643;00;1592856477;I132_BLOK G-12_Hall 1p;;1;;1;0;Satel;0;;;;;;
644;644;00;1592857110;I133_BLOK G-13_Hall 0p;;1;;1;0;Satel;0;;;;;;
645;645;00;1590915379;I134_BLOK G-14_Salon radiowe;;1;;1;0;Satel;0;;;;;;
646;646;00;1536324406;I135_BLOK G-15_Oranżeria;;1;;1;0;Satel;0;;;;;;
647;647;00;1536311760;I136_BLOK G-16_Oranżeria E0;;1;;1;0;Satel;0;;;;;;
648;648;00;1592849852;Wejście 137_OŚWIET. BASEN;;1;;1;0;Satel;0;;;;;;
649;649;00;1592851179;Wejście 138_TARAS/OGRÓD;;1;;1;0;Satel;0;;;;;;
650;650;00;1590915025;I139_PIR FRONT;;1011;Czujka PIR zewnętrzna od Frontu;0;0;Satel, Obecnosc;0;;;;;;0
651;651;00;1592851184;Wejście 140_KURTYNA TARAS;;1;;1;0;Satel;0;;;;;;
652;652;00;1592851156;Wejście 141_KURTYNA OGRÓD;;1;;1;0;Satel;0;;;;;;
653;653;00;1590915379;Wejście 142_;;1;;1;0;Satel;0;;;;;;
654;654;00;1502944831;Wejście 143_;;1;;1;0;Satel;0;;;;;;
655;655;00;1502776480;Wejście 144_;;1;;1;0;Satel;0;;;;;;
656;656;00;1544122481;Wejście 145;;1;;1;0;Satel;0;;;;;;
657;657;00;1544122481;Wejście 146;;1;;1;0;Satel;0;;;;;;
658;658;00;1536083918;Wejście 147;;1;;1;0;Satel;0;;;;;;
659;659;00;1536083922;Wejście 148;;1;;1;0;Satel;0;;;;;;
660;660;00;1590915379;Wejście 149;;1;;1;0;Satel;0;;;;;;
661;661;00;1590915379;Wejście 150;;1;;1;0;Satel;0;;;;;;
662;662;00;1477565549;Wejście 151;;1;;1;0;Satel;0;;;;;;
663;663;00;1477517543;Wejście 152;;1;;1;0;Satel;0;;;;;;
664;664;00;1544122481;I153_BLOK G-1a_Gabinet Szefa;;1;;1;0;Satel;0;;;;;;
665;665;00;1544122481;I153_BLOK G-2a_Gabinet Pani;;1;;1;0;Satel;0;;;;;;
666;666;00;1477517543;I155_BLOK G-3a_Kuchnia;;1;;1;0;Satel;0;;;;;;
667;667;00;1477517543;I156_BLOK G-4a_Jadalnia;;1;;1;0;Satel;0;;;;;;
668;668;00;1590915379;I157_BLOK G-5a_Salon;;1;;1;0;Satel;0;;;;;;
669;669;00;1590915379;I158_BLOK G-6a_Sypialnia;;1;;1;0;Satel;0;;;;;;
670;670;00;1477517543;I159_BLOK G-7a_Muzyczny;;1;;1;0;Satel;0;;;;;;
671;671;00;1477517543;I160_BLOK G-8a_Łazienka dla Gości;;1;;1;0;Satel;0;;;;;;
672;672;00;1544122481;I161_BLOK G-9a_Gościnny 1;;1;;1;0;Satel;0;;;;;;
673;673;00;1544122481;I162_BLOK G-10a_Gościnny z aneksem;;1;;1;0;Satel;0;;;;;;
674;674;00;1477517543;I163_BLOK G-11a_Łazienka w Gościnnym;;1;;1;0;Satel;0;;;;;;
675;675;00;1477517543;I164_BLOK G-12a_Hall 1p;;1;;1;0;Satel;0;;;;;;
676;676;00;1590915379;I165_BLOK G-13a_Hall 0p;;1;;1;0;Satel;0;;;;;;
677;677;00;1590915379;I166_BLOK G-14a_Salon radiowe;;1;;1;0;Satel;0;;;;;;
678;678;00;1477517543;I167_BLOK G-15a_Oranżeria;;1;;1;0;Satel;0;;;;;;
679;679;00;1477517543;I168_BLOK G-16a_Oranżeria E0;;1;;1;0;Satel;0;;;;;;
680;680;00;1544122481;Wejście 169;;1;;1;0;Satel;0;;;;;;
